"uid","plotID","completeDate","subplotID","nestedSubplotID","nestedSubplotArea","variablesOther","percentCoverOther","cameraID","photoID","taxonID","identificationQualifier","percentCoverPlantSpecies","meanHeightPlantSpecies","measuredBy","recordedBy","remarks"
1456,"CPER_012",20140610,41,1,1,"Rock",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1457,"CPER_012",20140610,41,1,1,"Wood",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1458,"CPER_012",20140610,41,1,1,"Litter",1.00,,,,,,,"D10DPB11","D10JMO28",
1459,"CPER_012",20140610,41,1,1,"Standing Dead",5.00,,,,,,,"D10DPB11","D10JMO28",
1460,"CPER_012",20140610,41,1,1,"Water",0.00,,,,,,,"D10DPB11","D10JMO28",
1461,"CPER_012",20140610,41,1,1,"Lichen",0.00,,,,,,,"D10DPB11","D10JMO28",
1462,"CPER_012",20140610,41,1,1,"Moss",0.00,,,,,,,"D10DPB11","D10JMO28",
1463,"CPER_012",20140610,41,1,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10JMO28",
1464,"CPER_012",20140610,41,1,1,"Scat",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1465,"CPER_012",20140610,41,1,1,"Overstory",0.00,,,,,,,"D10DPB11","D10JMO28",
1466,"CPER_012",20140610,41,1,1,,,"CAN-D","3170",,,,,"D10DPB11","D10JMO28",
1467,"CPER_012",20140610,41,1,1,,,,,"CRMI5",,60.00,10,"D10DPB11","D10JMO28",
1468,"CPER_012",20140610,41,1,1,,,,,"PLPA2",,2.00,11,"D10DPB11","D10JMO28",
1469,"CPER_012",20140610,41,1,1,,,,,"VUOC",,2.00,12,"D10DPB11","D10JMO28",
1470,"CPER_012",20140610,41,1,1,,,,,"OEAL",,1.00,16,"D10DPB11","D10JMO28",
1471,"CPER_012",20140610,41,1,1,,,,,"TRDU",,1.00,9,"D10DPB11","D10JMO28",
1472,"CPER_012",20140610,41,1,1,,,,,"BOGR2",,0.50,3,"D10DPB11","D10JMO28","percent cover trace"
1473,"CPER_012",20140610,41,1,1,,,,,"PIOP",,0.50,5,"D10DPB11","D10JMO28","percent cover trace"
1474,"CPER_012",20140610,41,1,1,,,,,"CRCR3",,1.00,15,"D10DPB11","D10JMO28",
1475,"CPER_012",20140610,41,1,1,,,,,"MATA2",,2.00,12,"D10DPB11","D10JMO28",
1476,"CPER_012",20140610,41,1,1,,,,,"PASM",,0.50,15,"D10DPB11","D10JMO28","percent cover trace"
1477,"CPER_012",20140610,41,1,1,,,,,"BODA2",,1.00,4,"D10DPB11","D10JMO28",
1478,"CPER_012",20140610,41,1,1,,,,,"MUSQ3",,0.50,3,"D10DPB11","D10JMO28","percent cover trace"
1479,"CPER_012",20140610,41,1,1,,,,,"CADU6","cf. species",0.50,8,"D10DPB11","D10JMO28","percent cover trace"
1480,"CPER_012",20140610,41,1,1,,,,,"HECO26",,0.50,11,"D10DPB11","D10JMO28","percent cover trace"
1481,"CPER_012",20140610,41,1,1,,,,,"SPCR",,0.50,11,"D10DPB11","D10JMO28","percent cover trace"
1482,"CPER_012",20140610,41,1,1,,,,,"LEMO4",,1.00,12,"D10DPB11","D10JMO28",
1483,"CPER_012",20140610,41,4,1,"Soil",53.00,,,,,,,"D10DPB11","D10JMO28",
1484,"CPER_012",20140610,41,4,1,"Rock",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1485,"CPER_012",20140610,41,4,1,"Wood",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1486,"CPER_012",20140610,41,4,1,"Litter",2.00,,,,,,,"D10DPB11","D10JMO28",
1487,"CPER_012",20140610,41,4,1,"Standing Dead",5.00,,,,,,,"D10DPB11","D10JMO28",
1488,"CPER_012",20140610,41,4,1,"Water",0.00,,,,,,,"D10DPB11","D10JMO28",
1489,"CPER_012",20140610,41,4,1,"Lichen",0.00,,,,,,,"D10DPB11","D10JMO28",
1490,"CPER_012",20140610,41,4,1,"Moss",0.00,,,,,,,"D10DPB11","D10JMO28",
1491,"CPER_012",20140610,41,4,1,"Other non-vascular",0.00,,,,,,,"D10DPB11","D10JMO28",
1492,"CPER_012",20140610,41,4,1,"Scat",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1493,"CPER_012",20140610,41,4,1,"Overstory",0.00,,,,,,,"D10DPB11","D10JMO28",
1494,"CPER_012",20140610,41,4,1,,,"CAN-D","3172",,,,,"D10DPB11","D10JMO28",
1495,"CPER_012",20140610,41,4,1,,,,,"VUOC",,5.00,10,"D10DPB11","D10JMO28",
1496,"CPER_012",20140610,41,4,1,,,,,"CRMI5",,25.00,11,"D10DPB11","D10JMO28",
1497,"CPER_012",20140610,41,4,1,,,,,"PLPA2",,2.00,8,"D10DPB11","D10JMO28",
1498,"CPER_012",20140610,41,4,1,,,,,"OEAL",,3.00,9,"D10DPB11","D10JMO28",
1499,"CPER_012",20140610,41,4,1,,,,,"CADU6","cf. species",0.50,7,"D10DPB11","D10JMO28","percent cover trace"
1500,"CPER_012",20140610,41,4,1,,,,,"HECO26",,0.50,24,"D10DPB11","D10JMO28","percent cover trace"
1501,"CPER_012",20140610,41,4,1,,,,,"ARPU9",,2.00,15,"D10DPB11","D10JMO28",
1502,"CPER_012",20140610,41,4,1,,,,,"BODA2",,3.00,10,"D10DPB11","D10JMO28","female? Photo#3173"
1503,"CPER_012",20140610,41,4,1,,,,,"SPCR",,0.50,3,"D10DPB11","D10JMO28","percent cover trace"
1504,"CPER_012",20140610,41,4,1,,,,,"BOGR2",,0.50,6,"D10DPB11","D10JMO28","percent cover trace"
1505,"CPER_028",20140610,31,1,1,"Soil",28.00,,,,,,,"D10KJB24","D10LJZ07",
1506,"CPER_028",20140610,31,1,1,"Rock",0.50,,,,,,,"D10KJB24","D10LJZ07","percent cover trace"
1507,"CPER_028",20140610,31,1,1,"Wood",0.50,,,,,,,"D10KJB24","D10LJZ07","percent cover trace"
1508,"CPER_028",20140610,31,1,1,"Litter",17.00,,,,,,,"D10KJB24","D10LJZ07",
1509,"CPER_028",20140610,31,1,1,"StAanding Dead",26.00,,,,,,,"D10KJB24","D10LJZ07",
1510,"CPER_028",20140610,31,1,1,"Water",0.00,,,,,,,"D10KJB24","D10LJZ07",
1511,"CPER_028",20140610,31,1,1,"Lichen",0.50,,,,,,,"D10KJB24","D10LJZ07","percent cover trace"
1512,"CPER_028",20140610,31,1,1,"Moss",0.00,,,,,,,"D10KJB24","D10LJZ07",
1513,"CPER_028",20140610,31,1,1,"OtHher non-vascular",0.00,,,,,,,"D10KJB24","D10LJZ07",
1514,"CPER_028",20140610,31,1,1,"Scat",0.50,,,,,,,"D10KJB24","D10LJZ07","percent cover trace"
1515,"CPER_028",20140610,31,1,1,"Overstory",0.00,,,,,,,"D10KJB24","D10LJZ07",
1516,"CPER_028",20140610,31,1,1,,,"CAN-D","3178",,,,,"D10KJB24","D10LJZ07",
1517,"CPER_028",20140610,31,1,1,,,,,"THFI",,5.00,21,"D10KJB24","D10LJZ07",
1518,"CPER_028",20140610,31,1,1,,,,,"VUOC",,20.00,17,"D10KJB24","D10LJZ07",
1519,"CPER_028",20140610,31,1,1,,,,,"PLPA2",,1.00,12,"D10KJB24","D10LJZ07",
1520,"CPER_028",20140610,31,1,1,,,,,"SPCO",,2.00,11,"D10KJB24","D10LJZ07",
1521,"CPER_028",20140610,31,1,1,,,,,"OPPO",,1.00,6,"D10KJB24","D10LJZ07",
1522,"CPER_028",20140610,31,1,1,,,,,"CADU6","cf. species",3.00,11,"D10KJB24","D10LJZ07",
1523,"CPER_028",20140610,31,1,1,,,,,"BOGR2",,0.50,8,"D10KJB24","D10LJZ07","percent cover trace"
1524,"CPER_028",20140610,31,1,1,,,,,"ELEL5",,0.50,14,"D10KJB24","D10LJZ07","percent cover trace"
1525,"CPER_028",20140610,31,1,1,,,,,"ARPU9",,0.50,22,"D10KJB24","D10LJZ07","percent cover trace"
1526,"CPER_028",20140610,31,4,1,"Soil",46.00,,,,,,,"D10KJB24","D10LJZ07",
1527,"CPER_028",20140610,31,4,1,"Rock",0.00,,,,,,,"D10KJB24","D10LJZ07",
1528,"CPER_028",20140610,31,4,1,"Wood",0.50,,,,,,,"D10KJB24","D10LJZ07","percent cover trace"
1529,"CPER_028",20140610,31,4,1,"Litter",5.00,,,,,,,"D10KJB24","D10LJZ07",
1530,"CPER_028",20140610,31,4,1,"Standing Dead",20.00,,,,,,,"D10KJB24","D10LJZ07",
1531,"CPER_028",20140610,31,4,1,"Water",0.00,,,,,,,"D10KJB24","D10LJZ07",
1532,"CPER_028",20140610,31,4,1,"Lichen",0.00,,,,,,,"D10KJB24","D10LJZ07",
1533,"CPER_028",20140610,31,4,1,"Moss",0.00,,,,,,,"D10KJB24","D10LJZ07",
1534,"CPER_028",20140610,31,4,1,"Other non-vascular",0.00,,,,,,,"D10KJB24","D10LJZ07",
1535,"CPER_028",20140610,31,4,1,"Scat",3.00,,,,,,,"D10KJB24","D10LJZ07",
1536,"CPER_028",20140610,31,4,1,"Overstory",0.00,,,,,,,"D10KJB24","D10LJZ07",
1537,"CPER_028",20140610,31,4,1,,,"CAN-D",,,,,,"D10KJB24","D10LJZ07","picture ID missing!!!"
1538,"CPER_028",20140610,31,4,1,,,,,"VUOC",,23.00,15,"D10KJB24","D10LJZ07",
1539,"CPER_028",20140610,31,4,1,,,,,"THFI",,5.00,19,"D10KJB24","D10LJZ07",
1540,"CPER_028",20140610,31,4,1,,,,,"CRMI5",,1.00,10,"D10KJB24","D10LJZ07",
1541,"CPER_028",20140610,31,4,1,,,,,"SPCO",,2.00,11,"D10KJB24","D10LJZ07",
1542,"CPER_028",20140610,31,4,1,,,,,"CADU6",,4.00,11,"D10KJB24","D10LJZ07",
1543,"CPER_028",20140610,31,4,1,,,,,"HECO26",,0.50,30,"D10KJB24","D10LJZ07","percent cover trace"
1544,"CPER_028",20140610,31,4,1,,,,,"BOGR2",,3.00,7,"D10KJB24","D10LJZ07",
1545,"CPER_002",20140612,41,4,1,"Soil",49.00,,,,,,,"D10DPB11","D10STS05",
1546,"CPER_002",20140612,41,4,1,"Litter",2.00,,,,,,,"D10DPB11","D10STS05",
1547,"CPER_002",20140612,41,4,1,"Standing Dead",5.00,,,,,,,"D10DPB11","D10STS05",
1548,"CPER_002",20140612,41,4,1,"Lichen",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1549,"CPER_002",20140612,41,4,1,,,"CAN-D","3227",,,,,"D10DPB11","D10STS05",
1550,"CPER_002",20140612,41,4,1,,,,,"VUOC",,24.00,25,"D10DPB11","D10STS05",
1551,"CPER_002",20140612,41,4,1,,,,,"BOGR2",,3.00,9,"D10DPB11","D10STS05",
1552,"CPER_002",20140612,41,4,1,,,,,"PLPA2",,1.00,9,"D10DPB11","D10STS05",
1553,"CPER_002",20140612,41,4,1,,,,,"OPPO",,1.00,5,"D10DPB11","D10STS05",
1554,"CPER_002",20140612,41,4,1,,,,,"OEAL",,0.50,11,"D10DPB11","D10STS05","percent cover trace"
1555,"CPER_002",20140612,41,4,1,,,,,"GUSA2",,6.00,23,"D10DPB11","D10STS05",
1556,"CPER_002",20140612,41,4,1,,,,,"CRMI5",,5.00,7,"D10DPB11","D10STS05",
1557,"CPER_002",20140612,41,4,1,,,,,"ELEL5",,2.00,28,"D10DPB11","D10STS05",
1558,"CPER_002",20140612,41,4,1,,,,,"LYJU","cf. genus",1.00,19,"D10DPB11","D10STS05",
1559,"CPER_002",20140612,41,4,1,,,,,"TROC",,0.50,20,"D10DPB11","D10STS05","percent cover trace"
1560,"CPER_002",20140612,41,4,1,,,,,"LEMO4",,0.50,8,"D10DPB11","D10STS05","percent cover trace"
1561,"CPER_002",20140612,41,4,1,,,,,"CADU6","cf. species",1.00,8,"D10DPB11","D10STS05",
1562,"CPER_002",20140612,41,4,1,,,,,"SPCO",,0.50,6,"D10DPB11","D10STS05","percent cover trace"
1563,"CPER_002",20140612,41,4,1,,,,,"SPCR",,0.50,6,"D10DPB11","D10STS05","percent cover trace"
1564,"CPER_002",20140612,41,4,1,,,,,"ARPU9",,1.00,19,"D10DPB11","D10STS05",
1565,"CPER_002",20140612,32,2,1,"Soil",33.00,,,,,,,"D10DPB11","D10JMO28",
1566,"CPER_002",20140612,32,2,1,"Wood",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1567,"CPER_002",20140612,32,2,1,"Litter",2.00,,,,,,,"D10DPB11","D10JMO28",
1568,"CPER_002",20140612,32,2,1,"Standing Dead",30.00,,,,,,,"D10DPB11","D10JMO28",
1569,"CPER_002",20140612,32,2,1,"Lichen",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1570,"CPER_002",20140612,32,2,1,,,"CAN-D","3220",,,,,"D10DPB11","D10JMO28",
1571,"CPER_002",20140612,32,2,1,,,,,"VUOC",,9.00,24,"D10DPB11","D10JMO28",
1572,"CPER_002",20140612,32,2,1,,,,,"HECO26",,5.00,65,"D10DPB11","D10JMO28",
1573,"CPER_002",20140612,32,2,1,,,,,"PASM",,7.00,45,"D10DPB11","D10JMO28",
1574,"CPER_002",20140612,32,2,1,,,,,"BOGR2",,4.00,6,"D10DPB11","D10JMO28",
1575,"CPER_002",20140612,32,2,1,,,,,"CADU6","cf. species",2.00,14,"D10DPB11","D10JMO28",
1576,"CPER_002",20140612,32,2,1,,,,,"OPPO",,10.00,9,"D10DPB11","D10JMO28",
1577,"CPER_002",20140612,32,2,1,,,,,"SPCO",,1.00,8,"D10DPB11","D10JMO28",
1578,"CPER_002",20140612,32,2,1,,,,,"PLPA2",,0.50,11,"D10DPB11","D10JMO28","percent cover trace"
1579,"CPER_002",20140612,32,2,1,,,,,"EREF",,1.00,13,"D10DPB11","D10JMO28",
1580,"CPER_002",20140612,32,2,1,,,,,"SPCR",,0.50,10,"D10DPB11","D10JMO28","percent cover trace"
1581,"CPER_002",20140612,32,2,1,,,,,"LEMO4",,1.00,16,"D10DPB11","D10JMO28",
1582,"CPER_002",20140612,32,4,1,"Soil",66.00,,,,,,,"D10DPB11","D10JMO28",
1583,"CPER_002",20140612,32,4,1,"Wood",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1584,"CPER_002",20140612,32,4,1,"Litter",1.00,,,,,,,"D10DPB11","D10JMO28",
1585,"CPER_002",20140612,32,4,1,"Standing Dead",2.00,,,,,,,"D10DPB11","D10JMO28",
1586,"CPER_002",20140612,32,4,1,"Lichen",0.50,,,,,,,"D10DPB11","D10JMO28","percent cover trace"
1587,"CPER_002",20140612,32,4,1,,,"CAN-D","3221",,,,,"D10DPB11","D10JMO28",
1588,"CPER_002",20140612,32,4,1,,,,,"VUOC",,15.00,18,"D10DPB11","D10JMO28",
1589,"CPER_002",20140612,32,4,1,,,,,"HECO26",,3.00,42,"D10DPB11","D10JMO28",
1590,"CPER_002",20140612,32,4,1,,,,,"SPCR",,4.00,11,"D10DPB11","D10JMO28",
1591,"CPER_002",20140612,32,4,1,,,,,"BOGR2",,2.00,7,"D10DPB11","D10JMO28",
1592,"CPER_016",20140611,31,1,1,"Soil",15.00,,,,,,,"D10KJB24","D10AJA02",
1593,"CPER_016",20140611,31,1,1,"Litter",20.00,,,,,,,"D10KJB24","D10AJA02",
1594,"CPER_016",20140611,31,1,1,"Standing Dead",30.00,,,,,,,"D10KJB24","D10AJA02",
1595,"CPER_016",20140611,31,1,1,"Lichen",0.50,,,,,,,"D10KJB24","D10AJA02","percent cover trace"
1596,"CPER_016",20140611,31,1,1,,,"CAN-D","3193",,,,,"D10KJB24","D10AJA02",
1597,"CPER_016",20140611,31,1,1,,,,,"VUOC",,25.00,15,"D10KJB24","D10AJA02",
1598,"CPER_016",20140611,31,1,1,,,,,"ELEL5",,1.00,23,"D10KJB24","D10AJA02",
1599,"CPER_016",20140611,31,1,1,,,,,"OPPO",,1.00,5,"D10KJB24","D10AJA02",
1600,"CPER_016",20140611,31,1,1,,,,,"PLPA2",,0.50,8,"D10KJB24","D10AJA02","percent cover trace"
1601,"CPER_016",20140611,31,1,1,,,,,"OEAL",,0.50,14,"D10KJB24","D10AJA02","percent cover trace"
1602,"CPER_016",20140611,31,1,1,,,,,"SPCO",,2.00,9,"D10KJB24","D10AJA02",
1603,"CPER_016",20140611,31,1,1,,,,,"THFI",,0.50,15,"D10KJB24","D10AJA02","percent cover trace"
1604,"CPER_016",20140611,31,1,1,,,,,"HECO26",,3.00,45,"D10KJB24","D10AJA02",
1605,"CPER_016",20140611,31,1,1,,,,,"BOGR2",,1.00,8,"D10KJB24","D10AJA02",
1606,"CPER_016",20140611,31,1,1,,,,,"CADU6",,0.50,7,"D10KJB24","D10AJA02","percent cover trace"
1607,"CPER_016",20140611,31,4,1,"Soil",57.00,,,,,,,"D10KJB24","D10AJA02",
1608,"CPER_016",20140611,31,4,1,"Rock",0.50,,,,,,,"D10KJB24","D10AJA02","percent cover trace"
1609,"CPER_016",20140611,31,4,1,"Wood",0.50,,,,,,,"D10KJB24","D10AJA02","percent cover trace"
1610,"CPER_016",20140611,31,4,1,"Litter",3.00,,,,,,,"D10KJB24","D10AJA02",
1611,"CPER_016",20140611,31,4,1,"Standing Dead",12.00,,,,,,,"D10KJB24","D10AJA02",
1612,"CPER_016",20140611,31,4,1,"Lichen",0.50,,,,,,,"D10KJB24","D10AJA02","percent cover trace"
1613,"CPER_016",20140611,31,4,1,,,"CAN-D","3198",,,,,"D10KJB24","D10AJA02",
1614,"CPER_016",20140611,31,4,1,,,,,"PSTE5",,1.00,23,"D10KJB24","D10AJA02",
1615,"CPER_016",20140611,31,4,1,,,,,"THFI",,2.00,21,"D10KJB24","D10AJA02",
1616,"CPER_016",20140611,31,4,1,,,,,"CRMI5",,2.00,8,"D10KJB24","D10AJA02",
1617,"CPER_016",20140611,31,4,1,,,,,"OPPO",,4.00,8,"D10KJB24","D10AJA02",
1618,"CPER_016",20140611,31,4,1,,,,,"HECO26",,5.00,54,"D10KJB24","D10AJA02",
1619,"CPER_016",20140611,31,4,1,,,,,"EREF",,2.00,11,"D10KJB24","D10AJA02",
1620,"CPER_016",20140611,31,4,1,,,,,"VUOC",,9.00,16,"D10KJB24","D10AJA02",
1621,"CPER_016",20140611,31,4,1,,,,,"PLPA2",,0.50,11,"D10KJB24","D10AJA02","percent cover trace"
1622,"CPER_016",20140611,31,4,1,,,,,"SPCO",,1.00,8,"D10KJB24","D10AJA02",
1623,"CPER_016",20140611,31,4,1,,,,,"BOGR2",,1.00,10,"D10KJB24","D10AJA02",
1624,"CPER_016",20140611,40,1,1,"Soil",40.00,,,,,,,"D10KJB24","D10SJH12",
1625,"CPER_016",20140611,40,1,1,"Rock",0.50,,,,,,,"D10KJB24","D10SJH12","percent cover trace"
1626,"CPER_016",20140611,40,1,1,"Litter",5.00,,,,,,,"D10KJB24","D10SJH12",
1627,"CPER_016",20140611,40,1,1,"Standing Dead",25.00,,,,,,,"D10KJB24","D10SJH12",
1628,"CPER_016",20140611,40,1,1,"Lichen",0.50,,,,,,,"D10KJB24","D10SJH12","percent cover trace"
1629,"CPER_016",20140611,40,1,1,,,"CAN-D","3200",,,,,"D10KJB24","D10SJH12",
1630,"CPER_016",20140611,40,1,1,,,,,"HECO26",,13.00,62,"D10KJB24","D10SJH12",
1631,"CPER_016",20140611,40,1,1,,,,,"OPPO",,6.00,12,"D10KJB24","D10SJH12",
1632,"CPER_016",20140611,40,1,1,,,,,"VUOC",,7.00,16,"D10KJB24","D10SJH12",
1633,"CPER_016",20140611,40,1,1,,,,,"THFI",,1.00,14,"D10KJB24","D10SJH12",
1634,"CPER_016",20140611,40,1,1,,,,,"PLPA2",,0.50,8,"D10KJB24","D10SJH12","percent cover trace"
1635,"CPER_016",20140611,40,1,1,,,,,"CADU6","cf. species",0.50,13,"D10KJB24","D10SJH12","percent cover trace"
1636,"CPER_016",20140611,40,1,1,,,,,"EREF",,0.50,6,"D10KJB24","D10SJH12","percent cover trace"
1637,"CPER_016",20140611,40,1,1,,,,,"ELEL5",,0.50,13,"D10KJB24","D10SJH12","percent cover trace"
1638,"CPER_016",20140611,40,1,1,,,,,"SPCR",,0.50,10,"D10KJB24","D10SJH12","percent cover trace"
1639,"CPER_016",20140611,40,1,1,,,,,"BOGR2",,0.50,6,"D10KJB24","D10SJH12","percent cover trace"
1640,"CPER_016",20140611,40,3,1,"Soil",25.00,,,,,,,"D10KJB24","D10SJH12",
1641,"CPER_016",20140611,40,3,1,"Rock",0.50,,,,,,,"D10KJB24","D10SJH12","percent cover trace"
1642,"CPER_016",20140611,40,3,1,"Wood",0.50,,,,,,,"D10KJB24","D10SJH12","percent cover trace"
1643,"CPER_016",20140611,40,3,1,"Litter",5.00,,,,,,,"D10KJB24","D10SJH12",
1644,"CPER_016",20140611,40,3,1,"Standing Dead",20.00,,,,,,,"D10KJB24","D10SJH12",
1645,"CPER_016",20140611,40,3,1,"Lichen",0.50,,,,,,,"D10KJB24","D10SJH12","percent cover trace"
1646,"CPER_016",20140611,40,3,1,,,"CAN-D","3202",,,,,"D10KJB24","D10SJH12",
1647,"CPER_016",20140611,40,3,1,,,,,"THFI",,12.00,28,"D10KJB24","D10SJH12",
1648,"CPER_016",20140611,40,3,1,,,,,"PSTE5",,1.00,22,"D10KJB24","D10SJH12",
1649,"CPER_016",20140611,40,3,1,,,,,"ARPU9",,0.50,24,"D10KJB24","D10SJH12","percent cover trace"
1650,"CPER_016",20140611,40,3,1,,,,,"CRMI5",,4.00,11,"D10KJB24","D10SJH12",
1651,"CPER_016",20140611,40,3,1,,,,,"PLPA2",,1.00,12,"D10KJB24","D10SJH12",
1652,"CPER_016",20140611,40,3,1,,,,,"HECO26",,1.00,35,"D10KJB24","D10SJH12",
1653,"CPER_016",20140611,40,3,1,,,,,"OPPO",,11.00,8,"D10KJB24","D10SJH12",
1654,"CPER_016",20140611,40,3,1,,,,,"SPCR",,1.00,11,"D10KJB24","D10SJH12",
1655,"CPER_016",20140611,40,3,1,,,,,"BOGR2",,1.00,9,"D10KJB24","D10SJH12",
1656,"CPER_016",20140611,40,3,1,,,,,"VUOC",,12.00,12,"D10KJB24","D10SJH12",
1657,"CPER_016",20140611,40,3,1,,,,,"OEAL",,0.50,12,"D10KJB24","D10SJH12","percent cover trace"
1658,"CPER_016",20140611,40,3,1,,,,,"SPCO",,1.00,10,"D10KJB24","D10SJH12",
1659,"CPER_016",20140611,40,3,1,,,,,"CADU6",,1.00,9,"D10KJB24","D10SJH12",
1660,"CPER_016",20140611,40,3,1,,,,,"LEMO4",,0.50,13,"D10KJB24","D10SJH12","percent cover trace"
1661,"CPER_016",20140611,32,2,1,"Soil",25.00,,,,,,,"D10DPB11","D10STS05",
1662,"CPER_016",20140611,32,2,1,"Rock",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1663,"CPER_016",20140611,32,2,1,"Wood",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1664,"CPER_016",20140611,32,2,1,"Litter",12.00,,,,,,,"D10DPB11","D10STS05",
1665,"CPER_016",20140611,32,2,1,"Standing Dead",17.00,,,,,,,"D10DPB11","D10STS05",
1666,"CPER_016",20140611,32,2,1,,,"CAN-D","3192",,,,,"D10DPB11","D10STS05",
1667,"CPER_016",20140611,32,2,1,,,,,"VUOC",,28.00,19,"D10DPB11","D10STS05",
1668,"CPER_016",20140611,32,2,1,,,,,"SPCO",,3.00,10,"D10DPB11","D10STS05",
1669,"CPER_016",20140611,32,2,1,,,,,"HECO26",,8.00,42,"D10DPB11","D10STS05",
1670,"CPER_016",20140611,32,2,1,,,,,"THFI",,2.00,19,"D10DPB11","D10STS05",
1671,"CPER_016",20140611,32,2,1,,,,,"OPPO",,2.00,8,"D10DPB11","D10STS05",
1672,"CPER_016",20140611,32,2,1,,,,,"BOGR2",,2.00,6,"D10DPB11","D10STS05",
1673,"CPER_016",20140611,32,2,1,,,,,"ARPU9",,0.50,20,"D10DPB11","D10STS05","percent cover trace"
1674,"CPER_016",20140611,32,2,1,,,,,"CADU6","cf. species",0.50,7,"D10DPB11","D10STS05","percent cover trace"
1675,"CPER_016",20140611,32,4,1,"Soil",15.00,,,,,,,"D10DPB11","D10STS05",
1676,"CPER_016",20140611,32,4,1,"Rock",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1677,"CPER_016",20140611,32,4,1,"Wood",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1678,"CPER_016",20140611,32,4,1,"Litter",7.00,,,,,,,"D10DPB11","D10STS05",
1679,"CPER_016",20140611,32,4,1,"Standing Dead",30.00,,,,,,,"D10DPB11","D10STS05",
1680,"CPER_016",20140611,32,4,1,"Scat",0.50,,,,,,,"D10DPB11","D10STS05","percent cover trace"
1681,"CPER_016",20140611,32,4,1,,,"CAN-D","3197",,,,,"D10DPB11","D10STS05",
1682,"CPER_016",20140611,32,4,1,,,,,"LEMO4",,1.00,11,"D10DPB11","D10STS05",
1683,"CPER_016",20140611,32,4,1,,,,,"TRDU","cf. species",1.00,25,"D10DPB11","D10STS05",
1684,"CPER_002",20140612,40,1,1,,,"CAN-D","3224",,,,,"D10KJB24","D10SJH12",
1685,"CPER_002",20140612,40,1,1,,,,,"VUOC",,22.00,13,"D10KJB24","D10SJH12",
1686,"CPER_002",20140612,40,1,1,,,,,"CRMI5",,10.00,7,"D10KJB24","D10SJH12",
1687,"CPER_002",20140612,40,1,1,,,,,"BOGR2",,2.00,8,"D10KJB24","D10SJH12",
1688,"CPER_002",20140612,40,1,1,,,,,"PLPA2",,0.50,8,"D10KJB24","D10SJH12","percent cover trace"
1689,"CPER_002",20140612,40,1,1,,,,,"CADU6",,1.00,9,"D10KJB24","D10SJH12",
1690,"CPER_002",20140612,40,1,1,,,,,"ARPU9",,2.00,12,"D10KJB24","D10SJH12",
1691,"CPER_002",20140612,40,1,1,,,,,"SPCO",,0.50,3,"D10KJB24","D10SJH12","percent cover trace"
1692,"CPER_002",20140612,40,3,1,"Soil",50.00,,,,,,,"D10KJB24","D10SJH12",
1693,"CPER_002",20140612,40,3,1,"Wood",1.00,,,,,,,"D10KJB24","D10SJH12",
1694,"CPER_002",20140612,40,3,1,"Litter",2.00,,,,,,,"D10KJB24","D10SJH12",
1695,"CPER_002",20140612,40,3,1,"Standing Dead",5.00,,,,,,,"D10KJB24","D10SJH12",
1696,"CPER_002",20140612,40,3,1,"Lichen",1.00,,,,,,,"D10KJB24","D10SJH12",
1697,"CPER_002",20140612,40,3,1,,,,,"CRMI5",,20.00,11,"D10KJB24","D10SJH12",
1698,"CPER_002",20140612,40,3,1,,,,,"VUOC",,8.00,18,"D10KJB24","D10SJH12",
1699,"CPER_002",20140612,40,3,1,,,,,"GUSA2",,1.00,7,"D10KJB24","D10SJH12",
1700,"CPER_002",20140612,40,3,1,,,,,"HECO26",,1.00,36,"D10KJB24","D10SJH12",
1701,"CPER_002",20140612,40,3,1,,,,,"SPCO",,1.00,10,"D10KJB24","D10SJH12",
1702,"CPER_002",20140612,40,3,1,,,,,"BOGR2",,3.00,6,"D10KJB24","D10SJH12",
1703,"CPER_002",20140612,40,3,1,,,,,"PLPA2",,1.00,8,"D10KJB24","D10SJH12",
1704,"CPER_002",20140612,40,3,1,,,,,"CADU6",,1.00,9,"D10KJB24","D10SJH12",
1705,"CPER_002",20140612,40,3,1,,,,,"LEMO4",,0.50,11,"D10KJB24","D10SJH12","percent cover trace"
1706,"CPER_002",20140612,40,3,1,,,,,"SPCR",,0.50,6,"D10KJB24","D10SJH12","percent cover trace"
1707,"CPER_002",20140612,40,3,1,,,,,"OPPO",,1.00,6,"D10KJB24","D10SJH12",
