"uid","plotID","subplotID","nestedSubplotID","nestedSubplotArea","variablesOther","percentCoverOther","cameraID","photoID","taxonID","identificationQualifier","percentCoverPlantSpecies","meanHeightPlantSpecies","measuredBy","recordedBy","remarks"
846,"HARV_059",32,4,1,,,,,"MACA4",,7.00,10,"D01DRC25","D01EJH18",
847,"HARV_059",32,4,1,,,,,"LYOB",,6.00,20,"D01DRC25","D01EJH18",
848,"HARV_059",32,4,1,,,,,"DRIN5",,1.00,10,"D01DRC25","D01EJH18",
849,"HARV_059",32,4,1,,,,,"ACRU",,0.50,6,"D01DRC25","D01EJH18",
850,"HARV_059",40,1,1,,,"VEG PHONE","1342",,,,,"D01DRC25","D01GMV31",
851,"HARV_059",40,1,1,"Wood",2.00,,,,,,,"D01DRC25","D01GMV31",
852,"HARV_059",40,1,1,"Litter",97.00,,,,,,,"D01DRC25","D01GMV31",
853,"HARV_059",40,1,1,"Moss",0.50,,,,,,,"D01DRC25","D01GMV31",
854,"HARV_059",40,1,1,"Overstory",80.00,,,,,,,"D01DRC25","D01GMV31",
855,"HARV_059",40,1,1,,,,,"PIST",,5.00,33,"D01DRC25","D01GMV31",
856,"HARV_059",40,1,1,,,,,"QURU",,1.00,25,"D01DRC25","D01GMV31",
857,"HARV_059",40,1,1,,,,,"LYOB",,3.00,14,"D01DRC25","D01GMV31",
858,"HARV_059",40,1,1,,,,,"TRBO2",,4.00,12,"D01DRC25","D01GMV31",
859,"HARV_059",40,1,1,,,,,"MACA4",,5.00,8,"D01DRC25","D01GMV31",
860,"HARV_059",40,1,1,,,,,"PRSE2",,0.50,14,"D01DRC25","D01GMV31",
861,"HARV_059",40,1,1,,,,,"ACRU",,0.50,6,"D01DRC25","D01GMV31",
862,"HARV_059",40,1,1,,,,,"CRATA",,0.50,10,"D01DRC25","D01GMV31","QC: NO ERROR SNI"
863,"HARV_059",40,3,1,,,"EXTRA 2","0950",,,,,"D01DRC25","D01GMV31",
864,"HARV_059",41,4,1,"Overstory",95.00,,,,,,,"D01GMV31","D01ECM19",
865,"HARV_059",41,4,1,,,,,"GABA",,3.00,46,"D01GMV31","D01ECM19",
866,"HARV_059",41,4,1,,,,,"ILVE",,5.00,77,"D01GMV31","D01ECM19",
867,"HARV_059",41,4,1,,,,,"PIST",,1.00,41,"D01GMV31","D01ECM19",
868,"HARV_059",41,4,1,,,,,"AMBR2",,0.50,32,"D01GMV31","D01ECM19",
869,"HARV_059",41,4,1,,,,,"TORA2",,2.00,33,"D01GMV31","D01ECM19",
870,"HARV_059",41,4,1,,,,,"MACA4",,1.00,9,"D01GMV31","D01ECM19",
871,"HARV_059",41,4,1,,,,,"ACRU",,0.50,5,"D01GMV31","D01ECM19",
872,"HARV_059",41,4,1,,,,,"VINUC",,2.00,21,"D01GMV31","D01ECM19",
873,"HARV_059",41,4,1,,,,,"QUAL",,4.00,43,"D01GMV31","D01ECM19",
874,"HARV_059",41,4,1,,,,,"PAQU2",,1.00,24,"D01GMV31","D01ECM19","QC: NO ERROR SNI"
875,"HARV_059",41,4,1,,,,,"APAM",,1.00,15,"D01GMV31","D01ECM19",
876,"BART_002",40,1,1,,,"PHONE 8","1332",,,,,"D01LEL27","D01NIH14","QC: NO ERROR JH"
877,"BART_002",40,1,1,"Soil",0.50,,,,,,,"D01LEL27","D01NIH14",
878,"BART_002",40,1,1,"Wood",2.00,,,,,,,"D01LEL27","D01NIH14",
879,"BART_002",40,1,1,"Litter",99.00,,,,,,,"D01LEL27","D01NIH14",
880,"BART_002",40,1,1,"Moss",0.50,,,,,,,"D01LEL27","D01NIH14","QC: NO ERROR JH"
881,"BART_002",40,1,1,"Overstory",97.00,,,,,,,"D01LEL27","D01NIH14",
882,"BART_002",40,1,1,,,,,"FAGR",,6.00,28,"D01LEL27","D01NIH14",
883,"BART_002",40,3,1,"Soil",40.00,,,,,,,"D01LEL27","D01NIH14",
884,"BART_002",40,3,1,"Rock",0.50,,,,,,,"D01LEL27","D01NIH14",
885,"BART_002",40,3,1,"Wood",3.00,,,,,,,"D01LEL27","D01NIH14",
886,"BART_002",40,3,1,"Litter",57.00,,,,,,,"D01LEL27","D01NIH14",
887,"BART_002",40,3,1,"Overstory",98.00,,,,,,,"D01LEL27","D01NIH14","QC: NO ERROR JH"
888,,,,,,,,,,,,,,,
889,"BART_002",40,3,1,,,"PHONE 8","1316",,,,,"D01LEL27","D01NIH14",
890,"BART_002",40,3,1,,,,,"FAGR",,1.00,999,"D01LEL27","D01NIH14",
891,"BART_002",31,1,1,"Soil",0.50,,,,,,,"D01LEL27","D01NIH14",
892,"BART_002",31,1,1,"Wood",3.00,,,,,,,"D01LEL27","D01NIH14",
893,"BART_002",31,1,1,"Litter",99.00,,,,,,,"D01LEL27","D01NIH14",
894,"BART_002",31,1,1,"Lichen",0.50,,,,,,,"D01LEL27","D01NIH14",
895,"BART_002",31,1,1,"Other non-vascular",0.50,,,,,,,"D01LEL27","D01NIH14",
896,"BART_002",31,1,1,"Overstory",95.00,,,,,,,"D01LEL27","D01NIH14",
897,"BART_002",31,1,1,,,"PHONE 8","1419",,,,,"D01LEL27","D01NIH14",
898,"BART_002",31,1,1,,,,,"VILA11",,4.00,23,"D01LEL27","D01NIH14",
899,"BART_002",31,1,1,,,,,"FAGR",,0.50,8,"D01LEL27","D01NIH14","QC: NO ERROR JH"
900,"BART_002",31,4,1,"Soil",0.50,,,,,,,"D01LEL27","D01NIH14",
901,"BART_002",31,4,1,"Wood",0.50,,,,,,,"D01LEL27","D01NIH14",
902,"BART_002",31,4,1,"Litter",95.00,,,,,,,"D01LEL27","D01NIH14",
903,"BART_002",31,4,1,"Lichen",1.00,,,,,,,"D01LEL27","D01NIH14",
904,"BART_002",31,4,1,"Moss",2.00,,,,,,,"D01LEL27","D01NIH14",
905,"BART_002",31,4,1,"Overstory",85.00,,,,,,,"D01LEL27","D01NIH14",
906,"BART_002",31,4,1,,,"PHONE 8-NIH","1400",,,,,"D01LEL27","D01NIH14",
907,"BART_002",31,4,1,,,,,"ACPE",,2.00,999,"D01LEL27","D01NIH14",
908,"BART_002",32,2,1,"Soil",3.00,,,,,,,"D01SNI12","D01CAB21","QC: NO ERROR JH"
909,"BART_002",32,2,1,"Wood",3.00,,,,,,,"D01SNI12","D01CAB21",
910,"BART_002",32,2,1,"Litter",96.00,,,,,,,"D01SNI12","D01CAB21",
911,"BART_002",32,2,1,"Lichen",0.50,,,,,,,"D01SNI12","D01CAB21",
912,"BART_002",32,2,1,"Overstory",96.00,,,,,,,"D01SNI12","D01CAB21",
913,"BART_002",32,2,1,,,,,"ACSAS",,3.00,37,"D01SNI12","D01CAB21",
914,"BART_002",32,2,1,,,,,"FAGR",,0.50,15,"D01SNI12","D01CAB21",
915,"BART_002",32,4,1,"Soil",2.00,,,,,,,"D01SNI12","D01CAB21",
916,"BART_002",32,4,1,"Wood",1.00,,,,,,,"D01SNI12","D01CAB21",
917,"BART_002",32,4,1,"Litter",94.00,,,,,,,"D01SNI12","D01CAB21","QC: NO ERROR JH"
918,"BART_002",32,4,1,"Lichen",0.50,,,,,,,"D01SNI12","D01CAB21",
919,"BART_002",32,4,1,"Other non-vascular",0.50,,,,,,,"D01SNI12","D01CAB21",
920,"BART_002",32,4,1,"Overstory",100.00,,,,,,,"D01SNI12","D01CAB21",
921,"BART_002",32,4,1,,,"PHONE 7","1428",,,,,"D01SNI12","D01CAB21",
922,"BART_002",32,4,1,,,,,"FAGR",,3.00,17,"D01SNI12","D01CAB21",
923,"BART_002",32,4,1,,,,,"ACPE",,0.50,6,"D01SNI12","D01CAB21",
924,"BART_002",41,1,1,"Soil",2.00,,,,,,,"D01SNI12","D01CAB21",
925,"BART_002",41,1,1,"Rock",1.00,,,,,,,"D01SNI12","D01CAB21",
926,"BART_002",41,1,1,"Wood",3.00,,,,,,,"D01SNI12","D01CAB21",
927,"BART_002",41,1,1,"Standing Dead",0.50,,,,,,,"D01SNI12","D01CAB21",
928,"BART_002",41,1,1,"Lichen",2.00,,,,,,,"D01SNI12","D01CAB21",
929,"BART_002",41,1,1,"Overstory",99.00,,,,,,,"D01SNI12","D01CAB21",
930,"BART_002",41,1,1,,,"PHONE 7","1337",,,,,"D01SNI12","D01CAB21","QC: NO ERROR JH"
931,"BART_002",41,1,1,,,,,"FRPE",,0.50,3,"D01SNI12","D01CAB21",
932,"BART_002",41,4,1,"Wood",0.50,,,,,,,"D01SNI12","D01CAB21",
933,"BART_002",41,1,1,,,,,"ACPE",,0.50,12,"D01SNI12","D01CAB21",
934,"BART_002",41,4,1,"Litter",99.00,,,,,,,"D01SNI12","D01CAB21",
935,"BART_002",41,4,1,"Lichen",0.50,,,,,,,"D01SNI12","D01CAB21",
936,"BART_002",41,4,1,"Overstory",100.00,,,,,,,"D01SNI12","D01CAB21",
937,"BART_002",41,4,1,,,"PHONE","1309",,,,,"D01SNI12","D01CAB21",
938,"BART_002",41,4,1,,,,,"FAGR",,25.00,93,"D01SNI12","D01CAB21",
939,"BART_002",41,4,1,,,,,"ACSAS",,0.50,8,"D01SNI12","D01CAB21",
940,"HARV_005",40,1,1,,,"EXTRA 2","1423",,,,,"D01GMV31","D01ECM19",
941,"HARV_005",40,1,1,"Soil",1.00,,,,,,,"D01GMV31","D01ECM19",
942,"HARV_005",40,1,1,"Wood",15.00,,,,,,,"D01GMV31","D01ECM19",
943,"HARV_005",40,1,1,"Litter",84.00,,,,,,,"D01GMV31","D01ECM19","QC: Changed Percent Cover from 85 to 84"
944,"HARV_005",40,1,1,"Lichen",0.50,,,,,,,"D01GMV31","D01ECM19",
945,"HARV_005",40,1,1,"Overstory",40.00,,,,,,,"D01GMV31","D01ECM19",
946,"HARV_005",40,1,1,,,,,"ARNU2",,3.00,28,"D01GMV31","D01ECM19",
947,"HARV_005",40,1,1,,,,,"DEPU2",,10.00,23,"D01GMV31","D01ECM19",
948,"HARV_005",40,1,1,,,,,"ACRU",,0.50,9,"D01GMV31","D01ECM19",
949,"HARV_005",40,1,1,,,,,"ANQU",,1.00,10,"D01GMV31","D01ECM19",
950,"HARV_005",40,1,1,,,,,"OSCL2",,35.00,53,"D01GMV31","D01ECM19",
951,"HARV_005",40,1,1,,,,,"GAPR2",,3.00,13,"D01GMV31","D01ECM19",
952,"HARV_005",40,1,1,,,,,"RUAR7",,0.50,10,"D01GMV31","D01ECM19",
953,"HARV_005",40,1,1,,,,,"QUAL",,1.00,19,"D01GMV31","D01ECM19","QC: No Error"
954,"HARV_005",40,1,1,,,,,"UVSE",,0.50,10,"D01GMV31","D01ECM19",
955,"HARV_005",40,1,1,,,,,"PIST",,2.00,999,"D01GMV31","D01ECM19",
956,"HARV_005",40,1,1,,,,,"TRBO2",,0.50,4,"D01GMV31","D01ECM19",
957,"HARV_005",40,1,1,,,,,"HAVI4",,0.50,16,"D01GMV31","D01ECM19",
958,"HARV_005",40,3,1,,,"EXTRA 2","1501",,,,,"D01GMV31","D01ECM19",
959,"HARV_005",40,3,1,"Soil",0.50,,,,,,,"D01GMV31","D01ECM19",
960,"HARV_005",40,3,1,"Rock",1.00,,,,,,,"D01GMV31","D01ECM19",
961,"HARV_005",40,3,1,"Wood",5.00,,,,,,,"D01GMV31","D01ECM19",
962,"HARV_005",40,3,1,"Litter",62.00,,,,,,,"D01GMV31","D01ECM19",
963,"HARV_005",40,3,1,"Lichen",2.00,,,,,,,"D01GMV31","D01ECM19",
964,"HARV_005",40,3,1,"Moss",30.00,,,,,,,"D01GMV31","D01ECM19",
965,"HARV_005",40,3,1,"Overstory",80.00,,,,,,,"D01GMV31","D01ECM19",
966,"HARV_005",40,3,1,,,,,"DEPU2",,6.00,19,"D01GMV31","D01ECM19",
967,"HARV_005",40,3,1,,,,,"ACRU",,0.50,6,"D01GMV31","D01ECM19",
968,"HARV_005",40,3,1,,,,,"GAPR2",,1.00,6,"D01GMV31","D01ECM19",
969,"HARV_005",40,3,1,,,,,"CAREX",,0.50,9,"D01GMV31","D01ECM19","QC: No Error"
970,"HARV_005",40,3,1,,,,,"THNO",,2.00,19,"D01GMV31","D01ECM19",
971,"HARV_005",40,3,1,,,,,"MIRE",,0.50,4,"D01GMV31","D01ECM19",
972,"HARV_005",40,3,1,,,,,"TRBO2",,0.50,5,"D01GMV31","D01ECM19",
973,"HARV_005",40,3,1,,,,,"ANQU",,0.50,4,"D01GMV31","D01ECM19",
974,"HARV_005",40,3,1,,,,,"MACA4",,0.50,3,"D01GMV31","D01ECM19",
975,"HARV_005",41,1,1,,,"VEG PHONE","1433",,,,,"D01EJH18","D01DRC25",
976,"HARV_005",41,1,1,"Soil",0.50,,,,,,,"D01EJH18","D01DRC25",
977,"HARV_005",41,1,1,"Rock",7.00,,,,,,,"D01EJH18","D01DRC25",
978,"HARV_005",41,1,1,"Wood",2.00,,,,,,,"D01EJH18","D01DRC25",
979,"HARV_005",41,1,1,"Litter",50.00,,,,,,,"D01EJH18","D01DRC25",
980,"HARV_005",41,1,1,"Lichen",12.00,,,,,,,"D01EJH18","D01DRC25",
981,"HARV_005",41,1,1,"Moss",17.00,,,,,,,"D01EJH18","D01DRC25",
982,"HARV_005",41,1,1,"Overstory",90.00,,,,,,,"D01EJH18","D01DRC25",
983,"HARV_005",41,1,1,,,,,"VIAC",,2.00,24,"D01EJH18","D01DRC25",
984,"HARV_005",41,1,1,,,,,"UVSE",,0.50,15,"D01EJH18","D01DRC25","QC: No Error"
985,"HARV_005",41,1,1,,,,,"GAPR2",,3.00,9,"D01EJH18","D01DRC25",
986,"HARV_005",41,1,1,,,,,"OSCL2",,4.00,16,"D01EJH18","D01DRC25",
987,"HARV_005",41,1,1,,,,,"RUHI",,1.00,7,"D01EJH18","D01DRC25",
988,"HARV_005",41,1,1,,,,,"LYOB",,0.50,11,"D01EJH18","D01DRC25",
989,"HARV_005",41,1,1,,,,,"DEPU2",,4.00,16,"D01EJH18","D01DRC25",
990,"HARV_005",41,4,1,,,"VEG PHONE","0927",,,,,"D01EJH18","D01DRC25",
991,"HARV_005",41,4,1,"Soil",0.50,,,,,,,"D01EJH18","D01DRC25",
992,"HARV_005",41,4,1,"Wood",0.50,,,,,,,"D01EJH18","D01DRC25",
993,"HARV_005",41,4,1,"Litter",99.00,,,,,,,"D01EJH18","D01DRC25",
994,"HARV_005",41,4,1,"Moss",1.00,,,,,,,"D01EJH18","D01DRC25",
995,"HARV_005",41,4,1,"Overstory",80.00,,,,,,,"D01EJH18","D01DRC25",
996,"HARV_005",41,4,1,,,,,"TRBO2",,0.50,6,"D01EJH18","D01DRC25",
997,"HARV_005",41,4,1,,,,,"VIAC",,0.50,6,"D01EJH18","D01DRC25",
998,"HARV_005",41,4,1,,,,,"VAAN",,4.00,21,"D01EJH18","D01DRC25",
999,"HARV_005",41,4,1,,,,,"ANQU",,0.50,4,"D01EJH18","D01DRC25","QC: No Error"
1000,"HARV_005",41,4,1,,,,,"MACA4",,0.50,5,"D01EJH18","D01DRC25",
1001,"HARV_005",41,4,1,,,,,"MEVI",,1.00,11,"D01EJH18","D01DRC25",
1002,"HARV_005",41,4,1,,,,,"MIRE",,1.00,7,"D01EJH18","D01DRC25",
1003,"HARV_005",41,4,1,,,,,"ACRU",,0.50,7,"D01EJH18","D01DRC25",
1004,"HARV_005",41,4,1,,,,,"RUHI",,0.50,6,"D01EJH18","D01DRC25",
1005,"HARV_005",41,4,1,,,,,"UVSE",,0.50,15,"D01EJH18","D01DRC25",
1006,"HARV_005",41,4,1,,,,,"GAPR2",,2.00,10,"D01EJH18","D01DRC25",
1007,"HARV_005",41,4,1,,,,,"LYOB",,0.50,7,"D01EJH18","D01DRC25",
1008,"HARV_005",41,4,1,,,,,"HAVI4",,1.00,4,"D01EJH18","D01DRC25","QC No Error"
1009,"HARV_005",31,1,1,,,"VEG PHONE","1022",,,,,"D01DRC25","D01PJN02",
1010,"HARV_005",31,1,1,"Rock",0.50,,,,,,,"D01DRC25","D01PJN02",
1011,"HARV_005",31,1,1,"Wood",0.50,,,,,,,"D01DRC25","D01PJN02",
1012,"HARV_005",31,1,1,"Litter",99.00,,,,,,,"D01DRC25","D01PJN02",
1013,"HARV_005",31,1,1,"Overstory",90.00,,,,,,,"D01DRC25","D01PJN02",
1014,"HARV_005",31,1,1,,,,,"HAVI2",,3.00,10,"D01DRC25","D01PJN02",
1015,"HARV_005",31,1,1,,,,,"ANQU",,0.50,7,"D01DRC25","D01PJN02",
1016,"HARV_005",31,1,1,,,,,"TRBO2",,1.00,8,"D01DRC25","D01PJN02",
1017,"HARV_005",31,1,1,,,,,"ACRU",,0.50,7,"D01DRC25","D01PJN02",
1018,"HARV_005",31,1,1,,,,,"OSCL",,17.00,42,"D01DRC25","D01PJN02",
1019,"HARV_005",31,1,1,,,,,"GAPR2",,2.00,12,"D01DRC25","D01PJN02",
1020,"HARV_005",31,1,1,,,,,"THNO",,4.00,22,"D01DRC25","D01PJN02","QC: No Error"
1021,"HARV_005",31,1,1,,,,,"VAAN",,3.00,20,"D01DRC25","D01PJN02",
1022,"HARV_005",31,1,1,,,,,"QUAL",,1.00,26,"D01DRC25","D01PJN02",
1023,"HARV_005",31,4,1,,,"VEG PHONE","1104",,,,,"D01DRC25","D01PJN02",
1024,"HARV_005",31,4,1,"Soil",6.00,,,,,,,"D01DRC25","D01PJN02",
1025,"HARV_005",31,4,1,"Wood",2.00,,,,,,,"D01DRC25","D01PJN02",
1026,"HARV_014",41,4,1,"Wood",9.00,,,,,,,"D01EJH18","D01SNI12","QC: No Error"
1027,"HARV_014",41,4,1,"Litter",,,,,,,,"D01EJH18","D01SNI12","NOT RECORDED"
1028,"HARV_014",41,4,1,"Standing Dead",0.50,,,,,,,"D01EJH18","D01SNI12",
1029,"HARV_014",41,4,1,"Lichen",0.50,,,,,,,"D01EJH18","D01SNI12",
1030,"HARV_014",41,4,1,"Overstory",50.00,,,,,,,"D01EJH18","D01SNI12",
1031,"HARV_014",41,4,1,,,,,"GAPR2",,1.00,9,"D01EJH18","D01SNI12",
1032,"HARV_014",41,4,1,,,,,"ACRU",,2.00,17,"D01EJH18","D01SNI12",
1033,"HARV_014",41,4,1,,,,,"VAPA4",,2.00,20,"D01EJH18","D01SNI12",
1034,"HARV_014",41,4,1,,,,,"PIST",,5.00,63,"D01EJH18","D01SNI12",
1035,"HARV_014",41,4,1,,,,,"VAAN",,1.00,22,"D01EJH18","D01SNI12",
1036,"HARV_014",40,1,1,,,"PHONE 6","1105",,,,,"D01SNI12","D01EJH18","QC: No Error"
1037,"HARV_014",40,1,1,"Soil",0.50,,,,,,,"D01SNI12","D01EJH18",
1038,"HARV_014",40,1,1,"Rock",0.50,,,,,,,"D01SNI12","D01EJH18",
1039,"HARV_014",40,1,1,"Wood",7.00,,,,,,,"D01SNI12","D01EJH18",
1040,"HARV_014",40,1,1,"Litter",83.00,,,,,,,"D01SNI12","D01EJH18",
1041,"HARV_014",40,1,1,"Lichen",2.00,,,,,,,"D01SNI12","D01EJH18",
1042,"HARV_014",40,1,1,"Moss",1.00,,,,,,,"D01SNI12","D01EJH18",
1043,"HARV_014",40,1,1,"Overstory",95.00,,,,,,,"D01SNI12","D01EJH18",
1044,"HARV_014",40,1,1,,,,,"QURU",,96.00,999,"D01SNI12","D01EJH18",
1045,"HARV_014",40,1,1,,,,,"MEVI",,1.00,10,"D01SNI12","D01EJH18",
1046,"HARV_014",40,1,1,,,,,"TRBO2",,0.50,7,"D01SNI12","D01EJH18","QC: No Error"
1047,"HARV_014",40,1,1,,,,,"MIRE",,0.50,5,"D01SNI12","D01EJH18",
1048,"HARV_014",40,1,1,,,,,"PIST",,1.00,45,"D01SNI12","D01EJH18",
1049,"HARV_014",40,1,1,,,,,"ACRU",,0.50,6,"D01SNI12","D01EJH18",
1050,"HARV_014",40,1,1,,,,,"GAPR2",,0.50,7,"D01SNI12","D01EJH18",
1051,"HARV_014",40,1,1,,,,,"VIAC",,0.50,5,"D01SNI12","D01EJH18",
1052,"HARV_014",40,1,1,,,,,"VAPA4",,0.50,8,"D01SNI12","D01EJH18",
1053,"HARV_014",40,1,1,,,,,"VAAN",,0.50,7,"D01SNI12","D01EJH18",
1054,"HARV_014",40,3,1,,,"PHONE 6","1021",,,,,"D01SNI12","D01EJH18",
1055,"HARV_014",40,3,1,"Soil",0.50,,,,,,,"D01SNI12","D01EJH18",
1056,"HARV_014",40,3,1,"Rock",0.50,,,,,,,"D01SNI12","D01EJH18","QC: No Error"
1057,"HARV_014",40,3,1,"Wood",1.00,,,,,,,"D01SNI12","D01EJH18",
1058,"HARV_014",40,3,1,"Litter",98.00,,,,,,,"D01SNI12","D01EJH18",
1059,"HARV_014",40,3,1,"Lichen",0.50,,,,,,,"D01SNI12","D01EJH18",
1060,"HARV_014",40,3,1,"Moss",1.00,,,,,,,"D01SNI12","D01EJH18",
1061,"HARV_014",40,3,1,"Overstory",60.00,,,,,,,"D01SNI12","D01EJH18",
1062,"HARV_014",40,3,1,,,,,"VIAC",,2.00,14,"D01SNI12","D01EJH18",
1063,"HARV_014",40,3,1,,,,,"GAPR2",,1.00,7,"D01SNI12","D01EJH18",
1064,"HARV_014",40,3,1,,,,,"VAAN",,1.00,9,"D01SNI12","D01EJH18",
1065,"HARV_014",40,3,1,,,,,"UVSE",,0.50,8,"D01SNI12","D01EJH18",
1066,"HARV_014",40,3,1,,,,,"HAVI4",,2.00,106,"D01SNI12","D01EJH18","QC: No Error"
1067,"HARV_014",40,3,1,,,,,"DEPU2",,3.00,32,"D01SNI12","D01EJH18",
1068,"HARV_014",40,3,1,,,,,"ACRU",,1.00,8,"D01SNI12","D01EJH18",
1069,"BART_006",31,1,1,,,"PHONE 7","1530",,,,,"D01DRC25","D01BAC30","QC: No Error"
1070,"BART_006",31,1,1,"Soil",2.00,,,,,,,"D01DRC25","D01BAC30",
1071,"BART_006",31,1,1,"Rock",2.00,,,,,,,"D01DRC25","D01BAC30",
1072,"BART_006",31,1,1,"Wood",1.00,,,,,,,"D01DRC25","D01BAC30",
1073,"BART_006",31,1,1,"Litter",86.00,,,,,,,"D01DRC25","D01BAC30",
1074,"BART_006",31,1,1,"Lichen",0.50,,,,,,,"D01DRC25","D01BAC30",
1075,"BART_006",31,1,1,"Moss",5.00,,,,,,,"D01DRC25","D01BAC30",
1076,"BART_006",31,1,1,"Overstory",100.00,,,,,,,"D01DRC25","D01BAC30",
1077,"BART_006",31,1,1,,,,,"ACPE",,0.50,170,"D01DRC25","D01BAC30",
1078,"BART_006",31,1,1,,,,,"FAGR",,0.50,14,"D01DRC25","D01BAC30",
1079,"BART_006",31,1,1,,,,,"ACSA3",,9.00,999,"D01DRC25","D01BAC30","QC: No Error"
1080,"BART_006",31,4,1,,,"PHONE 7","1600",,,,,"D01DRC25","D01BAC30",
1081,"BART_006",31,4,1,"Wood",1.00,,,,,,,"D01DRC25","D01BAC30",
1082,"BART_006",31,4,1,"Litter",99.00,,,,,,,"D01DRC25","D01BAC30",
1083,"BART_006",31,4,1,"Lichen",0.50,,,,,,,"D01DRC25","D01BAC30",
1084,"BART_006",31,4,1,"Overstory",100.00,,,,,,,"D01DRC25","D01BAC30",
1085,"BART_006",31,4,1,,,,,"VILA11",,43.00,56,"D01DRC25","D01BAC30",
1086,"BART_006",31,4,1,,,,,"FAGR",,1.00,35,"D01DRC25","D01BAC30",
1087,"BART_006",31,4,1,,,,,"VILA","cf. species",0.50,29,"D01DRC25","D01BAC30",
1088,"BART_006",32,2,1,,,"PHONE 8","0915",,,,,"D01DRC25","D01JRS08",
1089,"BART_006",32,2,1,"Soil",6.00,,,,,,,"D01DRC25","D01JRS08","QC: No Error"
1090,"BART_006",32,2,1,"Wood",3.00,,,,,,,"D01DRC25","D01JRS08",
1091,"BART_006",32,2,1,"Litter",90.00,,,,,,,"D01DRC25","D01JRS08",
1092,"BART_006",32,2,1,"Lichen",0.50,,,,,,,"D01DRC25","D01JRS08",
1093,"BART_006",32,2,1,"Moss",0.50,,,,,,,"D01DRC25","D01JRS08",
1094,"BART_006",32,2,1,"Overstory",98.00,,,,,,,"D01DRC25","D01JRS08",
1095,"BART_006",32,2,1,,,,,"FAGR",,7.00,51,"D01DRC25","D01JRS08",
1096,"BART_006",32,2,1,,,,,"ACSA3","cf. species",0.50,4,"D01DRC25","D01JRS08","DUE TO PRESENCE OF TINY SEEDLINGS"
1097,"BART_006",32,2,1,,,,,"BEAL2","cf. species",0.50,1,"D01DRC25","D01JRS08","DUE TO PRESENCE OF TINY SEEDLINGS"
1098,"BART_006",32,4,1,,,"PHONE 8","0940",,,,,"D01DRC25","D01JRS08",
1099,"BART_006",32,4,1,"Soil",0.50,,,,,,,"D01DRC25","D01JRS08","QC: No Error"
1100,"BART_006",32,4,1,"Wood",25.00,,,,,,,"D01DRC25","D01JRS08",
1101,"BART_006",32,4,1,"Litter",75.00,,,,,,,"D01DRC25","D01JRS08",
1102,"BART_006",32,4,1,"Moss",1.00,,,,,,,"D01DRC25","D01JRS08",
1103,"BART_006",32,4,1,"Lichen",0.50,,,,,,,"D01DRC25","D01JRS08",
1104,"BART_006",32,4,1,"Other non-vascular",0.50,,,,,,,"D01DRC25","D01JRS08",
1105,"BART_006",32,4,1,"Overstory",95.00,,,,,,,"D01DRC25","D01JRS08",
1106,"BART_006",32,4,1,,,,,"FAGR",,0.50,11,"D01DRC25","D01JRS08",
1107,"BART_006",32,4,1,,,,,"VILA11",,0.50,11,"D01DRC25","D01JRS08",
1108,"BART_006",32,4,1,,,,,"BEAL2","cf. species",0.50,1,"D01DRC25","D01JRS08","DUE TO PRESENCE OF TINY SEEDLINGS"
1109,"BART_006",40,1,1,,,"PHONE 8","1006",,,,,"D01DRC25","D01BAC30","QC: No Error"
1110,"BART_006",40,1,1,"Soil",1.00,,,,,,,"D01DRC25","D01BAC30",
1111,"BART_006",40,1,1,"Rock",1.00,,,,,,,"D01DRC25","D01BAC30",
1112,"BART_006",40,1,1,"Wood",1.00,,,,,,,"D01DRC25","D01BAC30",
1113,"BART_006",40,1,1,"Litter",97.00,,,,,,,"D01DRC25","D01BAC30",
1114,"BART_006",40,1,1,"Lichen",0.50,,,,,,,"D01DRC25","D01BAC30",
1115,"BART_006",40,1,1,"Moss",0.50,,,,,,,"D01DRC25","D01BAC30",
1116,"BART_006",40,1,1,"Overstory",100.00,,,,,,,"D01DRC25","D01BAC30",
1117,"BART_006",40,1,1,,,,,"VILA11",,4.00,30,"D01DRC25","D01BAC30",
1118,"BART_006",40,1,1,,,,,"ACPE",,1.00,37,"D01DRC25","D01BAC30",
1119,"BART_006",40,3,1,,,"PHONE 8","1028",,,,,"D01DRC25","D01BAC30","QC: No Error"
1120,"BART_006",40,3,1,"Rock",1.00,,,,,,,"D01DRC25","D01BAC30",
1121,"BART_006",40,3,1,"Wood",1.00,,,,,,,"D01DRC25","D01BAC30",
1122,"BART_006",40,3,1,"Litter",98.00,,,,,,,"D01DRC25","D01BAC30",
1123,"BART_006",40,3,1,"Lichen",0.50,,,,,,,"D01DRC25","D01BAC30",
1124,"BART_006",40,3,1,"Overstory",100.00,,,,,,,"D01DRC25","D01BAC30",
1125,"BART_006",40,3,1,,,,,"VILA11",,18.00,23,"D01DRC25","D01BAC30",
1126,"BART_006",40,3,1,,,,,"FAGR",,7.00,31,"D01DRC25","D01BAC30",
1127,"BART_006",41,1,1,,,"PHONE 8","1122",,,,,"D01CAB21","D01DRC25",
1128,"BART_006",41,1,1,"Soil",0.50,,,,,,,"D01CAB21","D01DRC25",
1129,"BART_006",41,1,1,"Wood",2.00,,,,,,,"D01CAB21","D01DRC25","QC: No Error"
1130,"BART_006",41,1,1,"Litter",98.00,,,,,,,"D01CAB21","D01DRC25",
1131,"BART_006",41,1,1,"Overstory",100.00,,,,,,,"D01CAB21","D01DRC25",
